loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,target,credit_age_years
15000.0, 36 months,10.99,491.01,B,B4,10,MORTGAGE,60000.0,Not Verified,debt_consolidation,14.38,0.0,0.0,7.0,0.0,13933.0,73.3,9.0,0,28
21000.0, 60 months,15.59,506.12,C,C5,5,OWN,79000.0,Source Verified,debt_consolidation,20.58,1.0,1.0,24.0,0.0,35029.0,52.8,42.0,1,26
21600.0, 60 months,17.77,545.8,D,D1,3,MORTGAGE,85000.0,Verified,debt_consolidation,21.47,1.0,2.0,16.0,0.0,22383.0,51.9,39.0,0,38
28000.0, 36 months,7.12,866.1,A,A3,10,MORTGAGE,130000.0,Source Verified,debt_consolidation,8.94,1.0,0.0,10.0,0.0,11472.0,45.9,28.0,0,26
10000.0, 36 months,11.53,329.91,B,B5,10,RENT,60000.0,Not Verified,debt_consolidation,14.28,0.0,1.0,23.0,0.0,11499.0,55.3,26.0,0,20
6000.0, 36 months,11.99,199.26,B,B5,10,OWN,50000.0,Not Verified,credit_card,17.83,0.0,0.0,8.0,0.0,1816.0,9.5,30.0,0,32
13000.0, 36 months,16.29,458.91,C,C4,3,RENT,60000.0,Verified,debt_consolidation,21.38,0.0,0.0,13.0,0.0,11809.0,70.7,31.0,0,25
10000.0, 60 months,12.29,223.92,C,C1,0,MORTGAGE,40000.0,Verified,credit_card,21.69,0.0,1.0,10.0,0.0,8240.0,40.0,19.0,0,18
35000.0, 60 months,10.99,760.82,B,B4,10,MORTGAGE,110000.0,Source Verified,major_purchase,9.51,0.0,0.0,7.0,0.0,17511.0,42.0,24.0,0,27
12000.0, 36 months,6.99,370.48,A,A3,5,MORTGAGE,156330.0,Source Verified,credit_card,4.9,0.0,0.0,9.0,0.0,19880.0,74.5,21.0,1,26
4800.0, 36 months,6.62,147.38,A,A2,9,RENT,29500.0,Not Verified,car,0.0,0.0,0.0,11.0,0.0,0.0,0.0,16.0,1,30
3600.0, 36 months,7.59,112.14,A,A3,1,RENT,52000.0,Not Verified,debt_consolidation,16.69,1.0,0.0,11.0,1.0,8753.0,66.8,21.0,1,24
18250.0, 60 months,17.27,456.22,C,C5,1,RENT,51000.0,Verified,credit_card,28.07,0.0,0.0,17.0,0.0,40474.875,89.8,24.0,0,32
35000.0, 36 months,16.99,1247.68,D,D3,9,MORTGAGE,99300.0,Verified,debt_consolidation,21.83,0.0,0.0,11.0,0.0,31913.0,58.9,14.0,1,21
16000.0, 60 months,13.98,372.13,C,C1,10,MORTGAGE,53000.0,Source Verified,debt_consolidation,28.51,0.0,0.0,9.0,0.0,22212.0,50.3,16.0,1,30
35000.0, 60 months,21.99,966.47,F,F1,10,MORTGAGE,106000.0,Source Verified,debt_consolidation,25.6,0.0,2.0,26.0,0.0,38562.0,79.0,39.0,1,36
38000.0, 60 months,19.99,1059.54,D,D5,10,OWN,109000.0,Verified,debt_consolidation,34.17,0.0,0.0,17.0,0.0,694.0,1.0,34.0,1,38
4500.0, 36 months,7.97,140.96,A,A5,10,MORTGAGE,134000.0,Not Verified,major_purchase,11.53,0.0,0.0,22.0,0.0,14990.0,26.6,32.0,0,30
15000.0, 36 months,10.99,491.01,B,B4,0,RENT,115000.0,Source Verified,other,2.31,0.0,0.0,6.0,0.0,538.0,1.6,6.0,0,29
20000.0, 60 months,15.88,485.09,C,C4,10,MORTGAGE,65000.0,Verified,debt_consolidation,21.25,0.0,1.0,16.0,0.0,32048.0,83.2,37.0,1,25
15000.0, 36 months,11.53,494.86,B,B5,4,MORTGAGE,92000.0,Source Verified,debt_consolidation,18.11,1.0,0.0,14.0,1.0,10067.0,77.4,22.0,1,26
22250.0, 60 months,13.68,514.04,C,C1,10,OWN,50000.0,Verified,debt_consolidation,16.87,0.0,4.0,25.0,0.0,252.0,0.5,53.0,0,39
21000.0, 36 months,13.49,712.54,C,C2,0,MORTGAGE,110000.0,Verified,credit_card,29.26,0.0,0.0,19.0,0.0,40474.875,56.8,40.0,1,43
35000.0, 36 months,7.99,1096.62,A,A5,10,MORTGAGE,156330.0,Source Verified,debt_consolidation,3.14,0.0,3.0,11.0,0.0,40474.875,39.8,25.0,0,27
16000.0, 60 months,16.55,393.79,D,D2,4,RENT,42000.0,Verified,debt_consolidation,23.51,0.0,1.0,9.0,0.0,4956.0,29.0,12.0,1,17
23000.0, 36 months,10.99,752.89,B,B2,10,MORTGAGE,103000.0,Not Verified,debt_consolidation,14.35,0.0,1.0,18.0,0.0,25332.0,63.2,49.0,0,28
4700.0, 36 months,13.33,159.11,C,C3,5,RENT,44500.0,Verified,credit_card,12.19,0.0,2.0,11.0,1.0,13479.0,46.6,30.0,1,33
25000.0, 36 months,8.19,785.61,A,A5,10,OWN,110000.0,Source Verified,debt_consolidation,19.16,0.0,0.0,23.0,0.0,40474.875,55.2,47.0,0,33
8000.0, 36 months,10.41,259.69,B,B3,0,OWN,44000.0,Source Verified,debt_consolidation,5.32,0.0,0.0,7.0,0.0,6238.0,27.7,8.0,0,20
16000.0, 60 months,26.99,488.47,F,F3,4,RENT,48500.0,Verified,debt_consolidation,31.3,0.0,4.0,20.0,0.0,8864.0,33.3,29.0,1,17
15000.0, 36 months,9.44,480.08,B,B1,4,MORTGAGE,80000.0,Not Verified,home_improvement,7.79,0.0,0.0,9.0,0.0,2319.0,12.5,11.0,0,19
8000.0, 36 months,18.25,290.23,E,E1,8,RENT,51000.0,Source Verified,debt_consolidation,27.18,0.0,2.0,15.0,0.0,15430.0,65.4,27.0,0,22
18400.0, 36 months,15.99,646.8,C,C5,4,RENT,40000.0,Source Verified,debt_consolidation,26.79,0.0,0.0,8.0,0.0,19388.0,76.0,22.0,1,26
16775.0, 60 months,21.99,463.22,F,F1,10,OWN,50000.0,Verified,debt_consolidation,26.36,0.0,0.0,14.0,0.0,39900.0,23.7,34.0,0,25
9000.0, 36 months,13.49,305.38,C,C2,10,MORTGAGE,62000.0,Not Verified,debt_consolidation,23.48,0.0,0.0,19.0,0.0,24011.0,50.4,27.0,0,25
25000.0, 36 months,7.39,776.4,A,A4,9,MORTGAGE,95000.0,Not Verified,debt_consolidation,17.16,1.0,0.0,9.0,0.0,27064.0,47.8,30.0,0,22
3325.0, 36 months,7.62,103.62,A,A3,0,RENT,25000.0,Source Verified,renewable_energy,28.66,0.0,1.0,8.0,0.0,208.0,2.0,11.0,0,19
3500.0, 36 months,10.99,114.57,B,B4,10,RENT,60000.0,Not Verified,debt_consolidation,12.46,0.0,1.0,16.0,0.0,2494.0,4.7,33.0,0,24
12800.0, 36 months,17.99,462.69,D,D2,6,OWN,72000.0,Verified,home_improvement,25.54,0.0,1.0,11.0,0.0,7683.0,42.7,30.0,1,24
6000.0, 36 months,7.89,187.72,A,A5,7,RENT,40000.0,Source Verified,other,14.64,0.0,0.0,6.0,0.0,4491.0,54.8,38.0,0,21
3600.0, 36 months,18.25,130.61,D,D3,4,RENT,40000.0,Verified,major_purchase,1.53,0.0,1.0,9.0,0.0,1335.0,41.7,14.0,0,17
18225.0, 36 months,16.29,643.35,D,D2,7,RENT,135000.0,Source Verified,other,8.07,0.0,1.0,13.0,0.0,9046.0,52.3,35.0,1,25
15000.0, 36 months,6.24,457.97,A,A2,6,MORTGAGE,89000.0,Not Verified,credit_card,10.57,1.0,0.0,21.0,0.0,5196.0,14.7,65.0,0,27
22400.0, 60 months,14.08,522.14,C,C3,10,OWN,107000.0,Source Verified,debt_consolidation,12.89,0.0,2.0,18.0,1.0,12407.0,23.1,48.0,0,28
10000.0, 36 months,13.99,341.73,C,C3,9,RENT,50000.0,Verified,debt_consolidation,17.11,0.0,1.0,9.0,0.0,3898.0,26.2,13.0,1,20
10800.0, 60 months,14.46,253.89,C,C4,3,MORTGAGE,75000.0,Not Verified,home_improvement,27.09,0.0,0.0,15.0,1.0,13781.0,45.3,26.0,1,27
35000.0, 36 months,17.77,1261.3,D,D1,0,OWN,89000.0,Verified,debt_consolidation,20.54,0.0,2.0,12.0,0.0,29081.0,58.3,19.0,0,21
30000.0, 60 months,21.18,814.65,E,E3,1,MORTGAGE,80000.0,Verified,home_improvement,23.52,2.0,1.0,16.0,2.0,8194.0,68.3,51.0,0,24
15200.0, 36 months,11.22,499.22,B,B5,10,MORTGAGE,60000.0,Source Verified,debt_consolidation,34.38,0.0,0.0,13.0,0.0,9647.0,63.1,23.0,1,22
2400.0, 36 months,18.24,87.06,D,D5,10,RENT,50000.0,Not Verified,debt_consolidation,11.4,0.0,2.0,5.0,0.0,1125.0,75.0,9.0,1,25
35000.0, 36 months,15.88,1228.43,C,C4,10,MORTGAGE,120000.0,Verified,debt_consolidation,7.18,0.0,0.0,6.0,0.0,17270.0,64.7,13.0,0,29
20000.0, 36 months,11.47,659.24,B,B5,1,RENT,82874.0,Source Verified,debt_consolidation,15.33,0.0,0.0,10.0,0.0,13416.0,51.1,15.0,1,19
8150.0, 36 months,23.32,316.85,E,E3,8,OWN,30000.0,Source Verified,debt_consolidation,31.4,2.0,1.0,10.0,0.0,6149.0,26.1,28.0,0,25
12000.0, 36 months,10.75,391.45,B,B4,2,RENT,50000.0,Verified,debt_consolidation,19.01,0.0,0.0,10.0,0.0,12196.0,76.2,15.0,0,16
12000.0, 60 months,29.99,388.17,F,F3,3,RENT,50000.0,Source Verified,debt_consolidation,30.39,0.0,0.0,11.0,0.0,6556.0,83.0,16.0,1,27
15000.0, 60 months,16.99,372.71,D,D3,10,MORTGAGE,106000.0,Source Verified,debt_consolidation,7.57,0.0,1.0,7.0,0.0,12174.0,64.1,15.0,1,23
22300.0, 60 months,19.53,585.0,D,D5,0,OWN,46500.0,Source Verified,home_improvement,37.21,0.0,0.0,13.0,0.0,6160.0,11.0,22.0,1,28
8000.0, 36 months,11.44,263.58,B,B4,7,RENT,42000.0,Source Verified,credit_card,24.43,0.0,0.0,14.0,2.0,11782.0,74.1,20.0,1,29
8000.0, 36 months,15.31,278.54,C,C2,5,RENT,60000.0,Not Verified,debt_consolidation,12.38,0.0,2.0,6.0,0.0,3444.0,34.1,14.0,1,23
20675.0, 60 months,18.99,536.21,D,D3,10,MORTGAGE,96000.0,Source Verified,debt_consolidation,18.24,0.0,0.0,8.0,0.0,8563.0,48.1,15.0,1,22
15500.0, 60 months,13.49,356.58,C,C2,5,MORTGAGE,43000.0,Source Verified,debt_consolidation,23.31,0.0,0.0,6.0,0.0,7962.0,33.2,11.0,0,21
2500.0, 36 months,13.99,85.44,C,C3,1,RENT,32000.0,Source Verified,debt_consolidation,32.56,0.0,0.0,9.0,1.0,7028.0,79.9,16.0,1,31
7225.0, 36 months,17.14,258.1,D,D4,4,RENT,49920.0,Source Verified,debt_consolidation,13.82,1.0,0.0,8.0,0.0,4857.0,52.8,13.0,1,19
7300.0, 36 months,8.19,229.4,A,A5,7,RENT,33000.0,Not Verified,credit_card,27.16,0.0,1.0,12.0,0.0,10114.0,45.6,44.0,0,20
18000.0, 60 months,18.75,464.46,D,D3,2,MORTGAGE,54000.0,Verified,debt_consolidation,25.16,0.0,3.0,12.0,0.0,7950.0,58.0,29.0,0,22
28000.0, 36 months,12.05,930.67,C,C1,10,OWN,111500.0,Verified,debt_consolidation,22.4,0.0,1.0,32.0,0.0,37810.0,49.7,73.0,1,23
17000.0, 36 months,13.33,575.51,C,C3,0,RENT,55400.0,Source Verified,home_improvement,22.64,0.0,1.0,12.0,0.0,8929.0,50.2,20.0,1,18
20000.0, 60 months,10.99,434.75,B,B4,8,OWN,50000.0,Source Verified,credit_card,33.51,0.0,0.0,12.0,0.0,33906.0,56.0,35.0,0,40
14400.0, 60 months,13.99,334.99,C,C4,8,RENT,60000.0,Not Verified,debt_consolidation,24.74,3.0,1.0,16.0,0.0,8553.0,55.2,45.0,0,23
5000.0, 36 months,16.55,177.15,D,D2,3,OWN,125000.0,Verified,vacation,28.31,0.0,2.0,19.0,0.0,40474.875,85.9,37.0,0,35
10000.0, 36 months,14.08,342.17,C,C3,10,RENT,30000.0,Source Verified,debt_consolidation,14.64,1.0,1.0,9.0,0.0,10739.0,44.0,26.0,1,19
12000.0, 36 months,11.67,396.69,B,B4,0,RENT,32000.0,Source Verified,debt_consolidation,27.31,0.0,2.0,12.0,0.0,12110.0,61.5,27.0,1,19
16000.0, 60 months,7.99,324.35,A,A5,0,OWN,84000.0,Source Verified,debt_consolidation,14.49,0.0,0.0,12.0,0.0,3999.0,10.1,38.0,0,23
24000.0, 36 months,11.53,791.77,B,B5,4,MORTGAGE,85000.0,Not Verified,debt_consolidation,16.6,1.0,0.0,6.0,0.0,22576.0,75.0,32.0,0,31
10000.0, 36 months,7.9,312.91,A,A4,10,MORTGAGE,53000.0,Not Verified,debt_consolidation,19.77,3.0,0.0,19.0,0.0,9845.0,43.6,63.0,0,26
11000.0, 36 months,5.32,331.27,A,A1,9,MORTGAGE,85000.0,Not Verified,debt_consolidation,16.42,0.0,1.0,13.0,0.0,11776.0,30.9,24.0,0,22
9600.0, 36 months,8.9,304.84,A,A5,5,RENT,65000.0,Source Verified,debt_consolidation,8.79,0.0,0.0,5.0,0.0,5993.0,54.0,6.0,0,19
8375.0, 36 months,15.61,292.84,D,D1,3,RENT,35000.0,Source Verified,debt_consolidation,34.5,0.0,0.0,12.0,0.0,8457.0,44.7,28.0,0,18
16800.0, 36 months,13.98,574.03,C,C3,2,RENT,156330.0,Verified,debt_consolidation,34.3,0.0,1.0,12.0,0.0,40474.875,95.3,33.0,0,29
20000.0, 60 months,19.99,529.77,E,E4,10,MORTGAGE,85000.0,Source Verified,debt_consolidation,34.42,1.0,0.0,15.0,0.0,32302.0,46.3,27.0,1,28
8000.0, 36 months,13.35,270.91,C,C2,4,RENT,22000.0,Not Verified,debt_consolidation,22.8,0.0,1.0,19.0,0.0,12175.0,34.3,28.0,1,39
35000.0, 60 months,10.99,760.82,B,B4,0,MORTGAGE,89000.0,Verified,debt_consolidation,31.11,0.0,0.0,28.0,0.0,40474.875,39.6,69.0,1,38
5400.0, 36 months,13.33,182.81,C,C3,1,RENT,30000.0,Not Verified,credit_card,19.04,0.0,1.0,3.0,0.0,3677.0,91.9,5.0,0,15
6400.0, 36 months,11.99,212.55,C,C1,3,RENT,42000.0,Source Verified,moving,17.26,0.0,0.0,19.0,0.0,9389.0,39.8,31.0,1,20
19650.0, 60 months,25.99,588.22,G,G4,0,RENT,75000.0,Source Verified,credit_card,18.64,0.0,1.0,12.0,0.0,15917.0,97.7,14.0,1,28
7200.0, 36 months,12.05,239.32,C,C1,7,MORTGAGE,55000.0,Not Verified,credit_card,24.63,1.0,2.0,12.0,0.0,10524.0,61.2,27.0,0,25
14000.0, 36 months,11.49,461.6,B,B5,8,MORTGAGE,100000.0,Not Verified,credit_card,28.59,0.0,1.0,14.0,1.0,24843.0,53.0,41.0,0,40
30000.0, 36 months,7.69,935.81,A,A4,10,RENT,95000.0,Verified,credit_card,8.8,0.0,0.0,11.0,0.0,33135.0,51.4,22.0,1,45
24950.0, 60 months,13.67,576.29,C,C3,10,MORTGAGE,52000.0,Not Verified,debt_consolidation,23.98,1.0,0.0,8.0,0.0,10165.0,47.9,29.0,0,29
11675.0, 36 months,13.67,397.16,C,C3,10,RENT,63000.0,Source Verified,debt_consolidation,23.79,0.0,0.0,9.0,1.0,4131.0,62.6,17.0,0,24
8000.0, 36 months,19.05,293.46,D,D4,3,RENT,58000.0,Source Verified,debt_consolidation,22.88,0.0,2.0,17.0,0.0,4555.0,44.2,17.0,1,18
5000.0, 36 months,7.59,155.74,A,A3,10,RENT,59000.0,Source Verified,debt_consolidation,11.45,0.0,0.0,15.0,0.0,2037.0,12.3,25.0,0,21
17000.0, 36 months,8.18,534.14,B,B1,3,RENT,100000.0,Source Verified,credit_card,6.94,0.0,1.0,17.0,0.0,15248.0,72.3,33.0,0,20
20000.0, 36 months,6.92,616.82,A,A4,0,MORTGAGE,97000.0,Verified,debt_consolidation,9.79,0.0,0.0,9.0,2.0,19400.0,68.6,18.0,0,49
20000.0, 60 months,16.99,496.95,D,D1,0,MORTGAGE,156330.0,Not Verified,debt_consolidation,8.26,0.0,0.0,8.0,1.0,12488.0,90.5,17.0,0,19
8200.0, 36 months,10.49,266.49,B,B3,2,RENT,32000.0,Not Verified,debt_consolidation,13.17,0.0,0.0,9.0,0.0,13307.0,70.4,13.0,1,21
23400.0, 60 months,16.49,575.16,D,D3,10,RENT,55000.0,Not Verified,credit_card,9.6,0.0,0.0,20.0,0.0,10820.0,35.9,30.0,1,29
12000.0, 36 months,9.17,382.55,B,B1,7,OWN,134000.0,Not Verified,debt_consolidation,4.01,0.0,1.0,9.0,0.0,19553.0,49.8,18.0,0,24
8000.0, 36 months,15.88,280.79,C,C4,8,RENT,46000.0,Source Verified,credit_card,13.57,0.0,1.0,10.0,0.0,9471.0,56.4,11.0,0,25
8000.0, 36 months,13.33,270.83,C,C3,3,MORTGAGE,50000.0,Not Verified,home_improvement,17.47,0.0,0.0,8.0,0.0,8971.0,20.7,15.0,0,19
9000.0, 36 months,11.47,296.66,B,B5,0,MORTGAGE,78000.0,Verified,debt_consolidation,33.8,0.0,0.0,19.0,0.0,40474.875,82.2,36.0,1,58
5200.0, 36 months,24.49,205.36,E,E3,3,OWN,17400.0,Verified,debt_consolidation,17.52,0.0,0.0,4.0,0.0,6340.0,68.9,8.0,0,20
11000.0, 36 months,11.71,363.84,B,B3,7,RENT,43000.0,Source Verified,debt_consolidation,8.38,0.0,0.0,6.0,0.0,10213.0,54.6,11.0,0,23
35000.0, 60 months,18.49,898.13,D,D5,3,RENT,80000.0,Source Verified,credit_card,30.25,0.0,2.0,16.0,0.0,34603.0,69.2,39.0,1,25
18450.0, 60 months,13.98,429.11,C,C3,0,RENT,42000.0,Not Verified,debt_consolidation,36.94,0.0,0.0,21.0,0.0,22806.0,44.5,39.0,0,37
12150.0, 36 months,15.59,424.71,C,C5,10,RENT,45000.0,Source Verified,debt_consolidation,19.97,0.0,2.0,8.0,0.0,6334.0,45.9,23.0,0,23
13000.0, 60 months,15.05,309.62,C,C4,1,RENT,57000.0,Not Verified,debt_consolidation,29.22,6.0,1.0,14.0,0.0,11235.0,32.8,38.0,1,25
5000.0, 36 months,18.06,180.92,D,D2,10,RENT,70000.0,Source Verified,vacation,27.07,3.0,0.0,9.0,0.0,497.0,16.0,15.0,0,18
24825.0, 36 months,9.99,800.92,B,B3,2,OWN,56440.0,Not Verified,debt_consolidation,27.94,0.0,0.0,14.0,0.0,26717.0,49.1,18.0,1,37
17600.0, 60 months,7.89,355.94,A,A5,0,RENT,45000.0,Not Verified,credit_card,4.4,0.0,1.0,6.0,0.0,6644.0,47.1,9.0,0,27
5000.0, 36 months,15.59,174.78,C,C5,5,RENT,67000.0,Source Verified,medical,9.18,0.0,1.0,5.0,0.0,2767.0,56.5,9.0,0,20
15000.0, 36 months,8.39,472.75,B,B1,10,MORTGAGE,92000.0,Not Verified,debt_consolidation,23.55,0.0,0.0,28.0,0.0,20867.0,45.6,46.0,0,26
5000.0, 36 months,16.29,176.51,C,C4,6,RENT,25000.0,Not Verified,home_improvement,1.92,0.0,1.0,3.0,0.0,1000.0,24.4,18.0,0,23
7025.0, 36 months,15.41,244.94,D,D1,3,RENT,16000.0,Source Verified,credit_card,10.65,0.0,0.0,4.0,0.0,3935.0,44.7,5.0,0,15
16600.0, 60 months,18.25,423.8,E,E1,5,RENT,42250.0,Source Verified,debt_consolidation,25.28,0.0,1.0,11.0,1.0,10923.0,70.0,31.0,0,22
9300.0, 36 months,11.99,308.85,C,C1,5,RENT,50000.0,Not Verified,other,27.15,1.0,0.0,10.0,1.0,80.0,0.9,30.0,0,22
12000.0, 60 months,14.65,283.28,C,C5,4,MORTGAGE,85000.0,Verified,debt_consolidation,34.06,0.0,0.0,29.0,0.0,23731.0,82.4,43.0,1,26
11950.0, 60 months,19.99,316.54,D,D4,10,RENT,58000.0,Source Verified,credit_card,33.5,0.0,1.0,26.0,0.0,11161.0,27.2,37.0,1,19
7000.0, 36 months,8.99,222.57,B,B1,10,OWN,40000.0,Not Verified,credit_card,18.24,0.0,0.0,19.0,0.0,5749.0,15.9,37.0,0,26
30000.0, 60 months,19.52,786.83,D,D4,3,MORTGAGE,156330.0,Verified,home_improvement,3.58,8.0,0.0,7.0,0.0,1579.0,15.6,11.0,1,21
10000.0, 36 months,12.49,334.49,B,B5,6,MORTGAGE,52000.0,Source Verified,debt_consolidation,34.59,0.0,0.0,9.0,0.0,8529.0,46.1,15.0,0,29
28000.0, 36 months,19.53,1033.89,D,D5,10,MORTGAGE,101000.0,Verified,debt_consolidation,4.6,0.0,2.0,5.0,0.0,7688.0,102.5,13.0,0,23
5800.0, 36 months,12.99,195.4,C,C2,0,MORTGAGE,65000.0,Source Verified,debt_consolidation,4.15,4.0,2.0,13.0,0.0,469.0,3.5,29.0,0,21
30000.0, 60 months,13.66,692.78,C,C3,10,MORTGAGE,90000.0,Source Verified,debt_consolidation,20.31,0.0,0.0,10.0,0.0,40474.875,87.2,33.0,0,36
9025.0, 36 months,17.57,324.34,D,D2,10,MORTGAGE,51000.0,Verified,debt_consolidation,26.68,0.0,0.0,12.0,0.0,40474.875,68.0,18.0,0,28
5500.0, 36 months,10.91,179.83,B,B4,10,RENT,27000.0,Not Verified,debt_consolidation,36.98,0.0,0.0,8.0,0.0,5732.0,38.0,25.0,1,23
11100.0, 60 months,25.83,331.23,G,G2,2,RENT,56000.0,Verified,debt_consolidation,6.64,0.0,0.0,4.0,0.0,11835.0,77.9,5.0,1,22
28000.0, 60 months,24.49,813.49,E,E3,9,RENT,60000.0,Verified,debt_consolidation,21.04,0.0,0.0,4.0,0.0,21596.0,91.1,10.0,1,21
8000.0, 36 months,8.9,254.03,A,A5,0,RENT,50500.0,Verified,debt_consolidation,34.25,0.0,0.0,15.0,0.0,267.0,2.6,19.0,0,22
15000.0, 36 months,12.99,505.34,B,B5,10,MORTGAGE,58000.0,Not Verified,credit_card,16.28,0.0,2.0,13.0,0.0,14619.0,68.3,27.0,0,24
28800.0, 36 months,6.24,879.29,A,A2,10,MORTGAGE,91656.0,Source Verified,debt_consolidation,4.95,0.0,0.0,8.0,0.0,15237.0,38.4,13.0,0,24
12000.0, 36 months,7.49,373.22,A,A4,3,OWN,75000.0,Verified,credit_card,17.87,0.0,0.0,10.0,0.0,15858.0,55.6,36.0,0,21
10000.0, 36 months,10.64,325.69,B,B4,0,RENT,45000.0,Source Verified,debt_consolidation,24.8,0.0,0.0,8.0,0.0,31186.0,74.8,16.0,0,43
8000.0, 36 months,6.72,246.0,A,A3,0,MORTGAGE,100000.0,Not Verified,debt_consolidation,12.32,0.0,1.0,28.0,0.0,4896.0,4.3,55.0,0,35
24000.0, 36 months,18.49,873.57,D,D2,3,RENT,100000.0,Source Verified,credit_card,18.67,0.0,0.0,15.0,0.0,39227.0,95.6,29.0,1,42
30000.0, 60 months,16.02,729.87,D,D5,4,MORTGAGE,119500.0,Verified,credit_card,20.51,0.0,3.0,10.0,0.0,26535.0,52.2,33.0,0,41
19200.0, 36 months,18.25,696.54,D,D3,10,MORTGAGE,65400.0,Not Verified,debt_consolidation,14.75,1.0,3.0,20.0,1.0,15073.0,74.3,47.0,0,39
15000.0, 36 months,12.29,500.3,C,C1,5,MORTGAGE,35000.0,Not Verified,debt_consolidation,22.98,0.0,0.0,15.0,0.0,16831.0,86.3,28.0,1,21
5000.0, 36 months,22.9,193.29,E,E1,6,MORTGAGE,43700.0,Verified,debt_consolidation,15.57,0.0,1.0,8.0,0.0,12407.0,64.6,18.0,0,20
35000.0, 60 months,14.65,826.24,C,C5,9,OWN,130000.0,Source Verified,debt_consolidation,17.12,0.0,1.0,7.0,0.0,40474.875,90.4,20.0,0,23
10000.0, 36 months,12.49,334.49,B,B5,7,OWN,31200.0,Not Verified,debt_consolidation,18.69,0.0,3.0,8.0,0.0,10465.0,45.0,15.0,1,30
12000.0, 60 months,11.49,263.86,B,B5,10,RENT,43368.0,Source Verified,debt_consolidation,15.47,0.0,0.0,7.0,0.0,2466.0,12.3,12.0,0,21
21600.0, 36 months,13.85,736.65,C,C4,10,MORTGAGE,77248.0,Verified,debt_consolidation,17.48,0.0,0.0,12.0,0.0,32472.0,79.8,34.0,0,48
24000.0, 36 months,10.99,785.62,B,B4,2,MORTGAGE,104000.0,Source Verified,debt_consolidation,18.53,0.0,0.0,12.0,0.0,39398.0,92.1,24.0,0,32
30000.0, 60 months,18.64,772.29,E,E1,7,MORTGAGE,70000.0,Verified,debt_consolidation,4.47,0.0,0.0,7.0,0.0,9249.0,82.6,14.0,0,26
20000.0, 36 months,18.25,725.56,D,D2,0,RENT,48000.0,Verified,debt_consolidation,17.58,0.0,1.0,12.0,0.0,28119.0,77.9,21.0,1,30
5000.0, 36 months,9.75,160.75,B,B3,9,MORTGAGE,86000.0,Source Verified,other,10.47,0.0,0.0,7.0,1.0,11953.0,91.9,13.0,0,24
25000.0, 60 months,13.33,573.06,C,C3,10,OWN,81000.0,Not Verified,debt_consolidation,32.44,0.0,0.0,9.0,0.0,23809.0,72.8,32.0,1,31
3000.0, 36 months,12.29,100.06,C,C1,2,RENT,45000.0,Not Verified,debt_consolidation,15.89,0.0,1.0,20.0,0.0,1265.0,14.1,22.0,0,19
2800.0, 36 months,12.99,94.33,B,B4,10,RENT,156330.0,Source Verified,credit_card,0.98,4.0,0.0,10.0,0.0,24123.0,47.1,35.0,0,38
15000.0, 36 months,9.99,483.94,B,B3,2,MORTGAGE,65000.0,Source Verified,credit_card,6.44,1.0,2.0,8.0,0.0,13744.0,79.0,14.0,0,28
8000.0, 36 months,12.29,266.83,C,C1,1,MORTGAGE,28000.0,Source Verified,credit_card,13.37,0.0,2.0,15.0,0.0,9081.0,73.8,38.0,1,25
20000.0, 36 months,12.79,671.86,C,C1,1,RENT,75000.0,Source Verified,debt_consolidation,14.46,0.0,0.0,13.0,0.0,9595.0,61.1,16.0,1,21
24000.0, 36 months,11.99,797.03,C,C1,10,MORTGAGE,93032.04,Verified,debt_consolidation,19.01,0.0,1.0,10.0,1.0,12324.0,94.8,17.0,0,34
13000.0, 36 months,6.03,395.67,A,A1,4,MORTGAGE,36000.0,Not Verified,credit_card,21.7,0.0,1.0,8.0,0.0,9247.0,33.4,23.0,0,26
12000.0, 36 months,6.49,367.74,A,A2,1,MORTGAGE,57500.0,Not Verified,credit_card,18.37,0.0,0.0,14.0,0.0,17845.0,80.4,25.0,0,25
7200.0, 36 months,16.49,254.88,D,D3,0,MORTGAGE,40000.0,Verified,debt_consolidation,22.11,0.0,1.0,10.0,0.0,5606.0,48.3,26.0,0,19
8000.0, 36 months,9.75,257.2,B,B3,3,MORTGAGE,91306.0,Not Verified,car,38.52,0.0,0.0,23.0,0.0,37069.0,33.6,65.0,0,28
8000.0, 36 months,7.9,250.33,A,A4,3,RENT,75000.0,Source Verified,credit_card,3.96,0.0,0.0,4.0,0.0,8653.0,64.6,4.0,0,20
10000.0, 36 months,5.32,301.15,A,A1,7,MORTGAGE,150000.0,Source Verified,home_improvement,1.37,1.0,0.0,15.0,0.0,2761.0,4.0,39.0,1,33
5000.0, 36 months,11.99,166.05,B,B5,10,MORTGAGE,78000.0,Verified,credit_card,26.12,2.0,0.0,19.0,0.0,40474.875,83.0,46.0,0,27
12000.0, 36 months,18.99,439.82,D,D3,9,MORTGAGE,60000.0,Source Verified,debt_consolidation,25.58,0.0,0.0,13.0,0.0,24258.0,50.3,27.0,1,26
10000.0, 36 months,9.25,319.17,A,A5,10,RENT,95000.0,Not Verified,debt_consolidation,7.03,0.0,0.0,8.0,0.0,28538.0,62.4,14.0,0,23
